Id,SalePrice
1461,124355.9079842817
1462,165014.85805923873
1463,186301.51681727322
1464,190749.4441372266
1465,194191.9662785575
1466,175721.05053353822
1467,176176.5489987542
1468,167405.39892032134
1469,183706.08782672993
1470,125181.25152886764
1471,198666.5123568249
1472,95444.05664503228
1473,99882.47545891933
1474,148301.0366220216
1475,113372.25876159185
1476,393814.822835804
1477,257780.89792490427
1478,282773.40788689326
1479,283907.18582033314
1480,479618.43632203713
1481,327984.98918534553
1482,204758.1177211971
1483,179045.9566332143
1484,167635.7522653963
1485,179656.8990291544
1486,193466.67717679765
1487,312258.34081464313
1488,230589.07040466517
1489,200387.60768188097
1490,227894.41233006102
1491,195364.2670437352
1492,96979.19928342651
1493,179556.85068745358
1494,290686.5702047421
1495,288590.23741612665
1496,234954.58745376632
1497,179655.24267177845
1498,165891.315117687
1499,155788.62100197305
1500,157656.08461559794
1501,172443.35255606563
1502,157633.3064867977
1503,296204.3382576266
1504,233724.12039833012
1505,223752.5507148465
1506,178143.4771266478
1507,254301.4358912472
1508,199882.3187252738
1509,158500.44936250246
1510,146007.35013831523
1511,154702.42046712755
1512,170747.13119597113
1513,139659.39454623515
1514,160118.5103063451
1515,192735.34261533336
1516,146192.96151221433
1517,158019.1864351805
1518,134801.2810710008
1519,226036.54945667036
1520,133250.97631155644
1521,137796.16351126297
1522,171003.64039110838
1523,117157.6692030693
1524,121737.9732079547
1525,125691.54714058629
1526,120151.61368607786
1527,105155.90495677228
1528,129735.30790502099
1529,149853.38280438178
1530,175505.4188497179
1531,116528.47967268917
1532,98329.2941161247
1533,145554.2326513987
1534,122450.31754418222
1535,146038.9107884192
1536,111010.20116930852
1537,70956.47412183172
1538,143608.7542998735
1539,183115.73568380796
1540,94699.3698397307
1541,137460.83646358585
1542,140869.25166407257
1543,190474.22709264577
1544,84522.83215718961
1545,109321.11560361163
1546,129237.63891885878
1547,130800.54480001339
1548,131159.75259229413
1549,116316.8865118404
1550,135112.88181652426
1551,110835.26951414834
1552,140186.27729511957
1553,141137.13366339527
1554,119615.98212256047
1555,170493.78200643655
1556,90857.55752570582
1557,114811.31728039702
1558,98774.6037837123
1559,78293.25813915624
1560,133598.18265676257
1561,136424.7304685171
1562,131307.0564498933
1563,120729.14231303065
1564,162036.10367162837
1565,147185.8573893456
1566,230963.49821688002
1567,82083.23523776427
1568,235826.081359589
1569,143718.5287044795
1570,139325.96629629168
1571,120524.7609104471
1572,143620.74612224512
1573,228252.1158959505
1574,118401.03098567172
1575,222315.84021659283
1576,235487.18838060502
1577,189352.4094760601
1578,145406.08601584285
1579,143158.16945194185
1580,189130.4510969754
1581,145513.3415921017
1582,126010.51806844525
1583,331762.31101080996
1584,228958.24160038165
1585,143919.31929300394
1586,76157.01095367706
1587,103867.17879365158
1588,147003.17196446375
1589,105059.41966398087
1590,133675.3679027948
1591,97658.52477253648
1592,121536.15794780334
1593,123215.57727606183
1594,119278.9493983682
1595,109748.15476689393
1596,233801.44996706088
1597,185098.59237734217
1598,201384.48260109464
1599,162552.23790603224
1600,167874.851173402
1601,66939.42538965061
1602,114497.47356796743
1603,72320.59878548759
1604,272086.8834547207
1605,245315.32011613066
1606,168633.97573914877
1607,169108.10483778207
1608,214706.20240315862
1609,187740.8381566331
1610,153041.00389448673
1611,140953.74290903308
1612,176827.23058398545
1613,171932.24751898315
1614,114551.01827496385
1615,88731.17501013406
1616,77779.83484226167
1617,91720.67997430639
1618,129621.6325476772
1619,142971.1849759242
1620,168949.92568534237
1621,140778.21720333816
1622,142101.77151097052
1623,262043.0633069929
1624,219672.11358382803
1625,123639.98085009551
1626,167463.59123951188
1627,191072.19815085168
1628,273224.8882342458
1629,171947.38991980473
1630,366051.89792404306
1631,214768.1176089379
1632,238953.36990342734
1633,170269.6748464792
1634,183608.00196734254
1635,178869.43283794838
1636,160544.4153550828
1637,195850.5609581962
1638,196351.88449783056
1639,182333.33927507835
1640,249247.3531915902
1641,176092.68199374562
1642,232939.16888071087
1643,224189.90593225192
1644,224959.365433958
1645,208529.11138542707
1646,158388.69758973448
1647,157659.2939634228
1648,132040.4650525761
1649,139779.2295194888
1650,116753.2802901883
1651,121722.20513881126
1652,96552.70273674765
1653,97351.14292771502
1654,147627.6446178338
1655,142094.10274347046
1656,145775.4355365545
1657,149725.82489891598
1658,148677.56211537463
1659,123861.31204515252
1660,151728.48510815258
1661,417647.1657533272
1662,391828.99245614535
1663,388040.2292779624
1664,487272.5896896495
1665,308213.6656835423
1666,308903.7704290413
1667,368377.02831409546
1668,332950.92856218014
1669,292257.5390628056
1670,337793.6153714641
1671,271659.3332008294
1672,461309.8120007895
1673,310593.24411485466
1674,245897.83699028677
1675,197774.59781039873
1676,196665.83462395624
1677,216541.04853477195
1678,498432.1693062717
1679,395685.3468680754
1680,328451.3382050616
1681,249313.83234702348
1682,314262.50664589845
1683,190859.52401179177
1684,175561.43728569304
1685,173555.6956480122
1686,171180.59524500347
1687,169180.82880777487
1688,191332.87312167668
1689,191107.75119560133
1690,192162.75959127027
1691,181106.39264630497
1692,251703.21028064625
1693,168661.88237292983
1694,181288.47803886954
1695,161158.60767989996
1696,279483.37310378003
1697,164941.94619157462
1698,345752.8273410337
1699,333287.6298678917
1700,252854.29068189897
1701,266663.85953381035
1702,249695.61986208445
1703,250019.82424443078
1704,286025.2230045909
1705,232032.4351705737
1706,321281.74864342314
1707,212057.02231728056
1708,208926.58394426174
1709,266286.1283799753
1710,218448.27126737745
1711,263250.2834361373
1712,255097.5279081767
1713,275468.8632079113
1714,221467.6780910225
1715,201888.1680126997
1716,182143.21821075666
1717,168486.84149292804
1718,138173.31989912136
1719,206019.4498223896
1720,236659.9348988114
1721,163477.77541469008
1722,125826.2417713583
1723,153551.72363282737
1724,211710.5050076766
1725,238990.9329021896
1726,190608.30812032826
1727,166554.7868344575
1728,176148.41660628584
1729,169078.89309803807
1730,150821.39791021898
1731,124896.42806126147
1732,127810.71945118492
1733,117988.3329077613
1734,124935.96291021866
1735,131028.41873789564
1736,118062.09375641667
1737,329646.1393437292
1738,227028.7650039205
1739,266630.2395806005
1740,218077.71379458037
1741,191741.3201469556
1742,170523.68395216102
1743,174681.80097858427
1744,323504.0679604228
1745,222031.59616046862
1746,188567.78030762752
1747,216246.11811247878
1748,227169.90373916682
1749,154001.82177662052
1750,129431.22493539714
1751,231218.41526281644
1752,120650.03734584776
1753,145719.87872076183
1754,194200.61194863444
1755,166128.65694019932
1756,124550.9475352093
1757,121167.39112137092
1758,146523.65751134028
1759,161304.60970726682
1760,168203.05787400727
1761,145655.44888855293
1762,178995.8918593907
1763,168294.42031277303
1764,119136.99234873586
1765,148197.3958543456
1766,184206.25710724262
1767,216489.22119664843
1768,141916.50221761913
1769,163195.7311544425
1770,146833.75687470153
1771,127710.14445749813
1772,137235.02366474218
1773,123172.73450810385
1774,146169.1662100774
1775,137018.3675733155
1776,119368.20295255886
1777,114224.08667821978
1778,138378.3312658809
1779,116999.56599390073
1780,168128.60689218537
1781,128546.43014993395
1782,94891.31790839539
1783,139455.52067327313
1784,107131.81012559288
1785,120609.74938815959
1786,154786.23515011673
1787,157330.70193930907
1788,62457.413502136544
1789,98183.72005714971
1790,84224.82167530552
1791,184792.73522324994
1792,155005.22728835704
1793,131319.79996565834
1794,145015.73344662346
1795,131526.1826254275
1796,124005.69822235488
1797,117181.91728363618
1798,125207.73301291805
1799,109277.72045961299
1800,130086.12892119364
1801,128476.28288833745
1802,129419.94841940464
1803,152658.44489597034
1804,143758.81237037934
1805,138231.19385671194
1806,123301.51898029131
1807,122656.66457542055
1808,120643.58942192435
1809,115748.50983085862
1810,139715.87135212802
1811,96325.2196490227
1812,96328.72910904707
1813,121558.11856419958
1814,100273.31742015087
1815,59412.29026891806
1816,99028.10701998809
1817,107307.83291793511
1818,141039.94458636953
1819,124468.68210335141
1820,59708.16126020736
1821,112013.17395063966
1822,150472.48151098294
1823,46644.828923180634
1824,132023.55827471038
1825,137669.67046407983
1826,104640.56075383673
1827,106714.10745283405
1828,127988.7575198838
1829,117282.31514500905
1830,133670.7607625396
1831,140632.68771990857
1832,91719.05035193947
1833,138603.6148461908
1834,121923.3381548449
1835,119310.99505650144
1836,127921.22267907408
1837,97131.31742880883
1838,122566.22107345007
1839,98277.45009298138
1840,146780.68249123296
1841,138417.01042066843
1842,91455.65933710127
1843,137311.41478089977
1844,134609.79168018393
1845,142716.18066328435
1846,155728.44840012246
1847,170395.72099694706
1848,60290.03537395905
1849,111463.36389916159
1850,119978.39307465202
1851,151013.43709904392
1852,124466.27553538504
1853,132753.4975680792
1854,163986.2102772677
1855,155721.23830518324
1856,223870.5155875303
1857,146720.72027203455
1858,138208.02172898443
1859,119244.2379211336
1860,154834.7760750047
1861,118655.1669465743
1862,295937.01727713103
1863,284372.33796779794
1864,284378.0941244859
1865,332333.1286562462
1866,326241.10777747974
1867,229587.0845524424
