Id,SalePrice
1461,124959.38854189856
1462,151868.7709655875
1463,180108.1813726547
1464,184848.80363753467
1465,192239.80003763296
1466,184076.7813945912
1467,171017.3054487733
1468,176842.45322868435
1469,180704.87766502853
1470,127752.25710786092
1471,205018.87529578604
1472,100735.48525524855
1473,105586.4199956423
1474,151033.32993103168
1475,125351.817678165
1476,338342.48028219666
1477,248687.8735485895
1478,301976.6134147076
1479,297599.45164234843
1480,386586.2026755143
1481,304676.23032827035
1482,206091.72768464588
1483,189053.84402424176
1484,177563.31148570284
1485,179607.56414623786
1486,199999.33787447418
1487,299915.0667726922
1488,239583.928210089
1489,196148.7108221417
1490,217480.1055133972
1491,196475.78619505555
1492,106087.045734987
1493,178951.14240613178
1494,286992.2988279784
1495,278612.3590483116
1496,232392.89822803193
1497,184693.68067390655
1498,162246.41929723817
1499,160745.19843638968
1500,165136.23849330013
1501,171627.23954319095
1502,165478.95694980462
1503,260082.1578693779
1504,219680.42712060746
1505,219556.4136556529
1506,185832.048201612
1507,232405.42217747253
1508,189054.72597479323
1509,157720.69259068152
1510,149287.51459998635
1511,149460.14174412002
1512,169768.86162262893
1513,150382.15428383937
1514,151348.5427561765
1515,184840.54368834483
1516,154656.70854012325
1517,149011.77351183665
1518,143542.38465353617
1519,222413.47025834353
1520,138894.8413582955
1521,141125.0038318574
1522,164018.16005800897
1523,117835.62567912988
1524,121034.25580528798
1525,126808.77138332133
1526,127146.48179196038
1527,111537.77304763281
1528,124606.78496935283
1529,142404.4209884568
1530,164998.0861327468
1531,133746.88864449837
1532,104613.09779078489
1533,140393.4338031132
1534,119528.7760418759
1535,148842.17671810818
1536,121272.24999984722
1537,98415.51172206007
1538,143908.88676399345
1539,178254.79484697885
1540,126584.08774914828
1541,140351.7007850372
1542,137895.68506503187
1543,169375.77148170327
1544,88996.1737867526
1545,107163.71474056198
1546,121522.94688269899
1547,136134.62256782007
1548,125602.02168303434
1549,115082.08455619666
1550,136468.99221514325
1551,124139.53144755303
1552,145464.5949596468
1553,133426.45647975308
1554,116536.67648034763
1555,166138.55724856746
1556,101237.08623507786
1557,121898.63505531377
1558,105230.1815607138
1559,118630.93439866207
1560,142210.87750912984
1561,148077.34652512436
1562,127497.99058392853
1563,122825.17593867748
1564,162766.87959919372
1565,155124.25141002715
1566,204036.18695622767
1567,95695.73824420024
1568,214588.5769729533
1569,155350.6983259186
1570,137756.44480665898
1571,126342.52610886314
1572,141992.28313464829
1573,227936.94030886958
1574,134127.7061945685
1575,202237.95255165442
1576,227176.88320743814
1577,192452.22401685012
1578,147571.67463663
1579,142999.73259433333
1580,189198.69506439194
1581,138903.1046885869
1582,126475.72461630899
1583,309232.41217464674
1584,231787.51155674778
1585,147122.91590660205
1586,93374.58267124402
1587,114824.15888614503
1588,141808.56826356138
1589,108626.08383417425
1590,133292.0568128259
1591,103619.1120708678
1592,131221.63736859048
1593,118321.17663518184
1594,128871.68460237616
1595,132026.268333786
1596,200633.85111303223
1597,169168.49021513862
1598,183304.14944627098
1599,166262.6176655036
1600,175623.11324818668
1601,87828.56807223304
1602,115321.30748281244
1603,104540.73823193983
1604,268370.921993981
1605,237669.5715074965
1606,161190.94027537885
1607,169419.58749824416
1608,214423.87810500505
1609,188851.9453276521
1610,162816.92758759647
1611,148427.17453245274
1612,188107.60662529545
1613,179089.21014952566
1614,121423.24928383727
1615,93712.52784858114
1616,90466.39798718724
1617,99885.23858387306
1618,123502.13491437762
1619,134048.1945858346
1620,177095.55406936328
1621,142937.26271267066
1622,143197.22635969584
1623,251923.16812798567
1624,217859.76213533446
1625,128742.10453664587
1626,167342.64118469338
1627,185129.20679130836
1628,262073.7446864723
1629,172385.45955083115
1630,294244.97236405656
1631,193334.0450680279
1632,226860.66550336024
1633,173493.68344454924
1634,188098.60717523715
1635,182041.59915548668
1636,168436.7658666711
1637,180699.3050389717
1638,197337.32941719546
1639,183519.4760882305
1640,227762.04300907737
1641,177349.1272383618
1642,216617.9803890774
1643,218244.88239757638
1644,216980.48682152215
1645,184946.54881092958
